TAIRID	A.thalianaGermany	A.thalianaEastSpain	A.thalianaWestSpain	A.thalianaRussia	A.thalianaCzech	TISSUE
AT5G24630	-0.18168	-0.13168	-0.13168	0.11832	0.12308	seed.all
AT5G47670	-0.07895	-0.07895	0.11111	-0.07895	-0.07895	seed.all
AT3G13350	-0.10000	-0.04444	-0.10000	-0.02857	0.06667	seed.all
AT2G05910	-0.18824	-0.07576	-0.07576	0.04118	0.09091	seed.all
AT3G19360	0.05000	-0.20492	-0.20492	0.10000	0.05000	seed.all
AT3G52040	0.05128	-0.14286	0.16667	-0.14286	-0.14286	seed.all
AT3G14580	0.10227	-0.14773	0.01894	-0.04773	-0.14199	seed.all
AT1G15530	-0.05714	-0.12381	0.07885	-0.05975	-0.05975	seed.all
AT4G10020	-0.03432	-0.07391	-0.06463	-0.01561	-0.03432	seed.all
AT2G26320	0.02273	-0.22727	-0.06512	0.02273	0.02273	seed.all
AT1G71170	-0.24574	0.05729	-0.05170	0.01563	-0.00938	seed.all
AT5G53150	0.02436	0.00000	-0.01233	-0.24378	-0.00441	seed.all
AT2G19380	-0.13760	-0.10011	0.12016	-0.13462	0.01240	seed.all
AT3G52770	0.02273	-0.25000	0.02273	-0.06061	0.02273	seed.all
AT2G31760	-0.18593	-0.04594	0.09694	-0.13000	0.00338	seed.all
AT5G40490	-0.07719	0.04167	-0.07719	-0.07719	-0.07719	seed.all
AT5G50780	0.09190	-0.07953	0.02047	-0.22953	-0.07953	seed.all
AT5G10230	-0.20556	-0.00658	-0.01681	-0.01905	-0.03462	seed.all
AT2G42560	-0.04865	0.10135	-0.14865	-0.14865	-0.04865	seed.all
AT5G58180	-0.10000	-0.10667	-0.21778	-0.13725	0.26667	seed.all
AT1G73177	0.16364	0.11364	-0.19231	-0.19231	-0.19231	seed.all
AT3G50980	0.15000	-0.10000	-0.10000	-0.29167	0.04167	seed.all
AT2G23240	0.00000	-0.13636	0.00000	-0.16667	0.00000	seed.all
AT1G74310	-0.02572	-0.01045	-0.03157	-0.11919	-0.11753	seed.all
AT3G20740	-0.07527	-0.07527	-0.07527	-0.14194	0.05806	seed.all
AT1G11690	-0.12288	-0.20621	-0.03509	0.02712	0.02712	seed.all
AT1G72440	0.00407	-0.16260	0.17073	-0.16260	-0.16260	seed.all
AT2G30810	-0.15741	-0.05952	-0.05952	0.10714	-0.15741	seed.all
AT5G60930	0.14815	-0.12074	0.02172	-0.18960	-0.18960	seed.all
AT2G24440	0.01351	-0.08974	-0.28649	0.18018	-0.15315	seed.all
AT3G49530	0.01489	-0.08763	-0.18947	-0.08947	0.01489	seed.all
AT5G12390	0.07576	-0.27536	-0.10870	0.07576	-0.10870	seed.all
AT3G60850	-0.08537	-0.25203	-0.08537	-0.08537	0.16463	seed.all
AT3G23310	-0.02632	0.06000	0.02973	-0.38667	-0.02632	seed.all
AT1G80090	-0.03750	-0.03750	-0.03750	-0.20417	-0.03750	seed.all
AT3G58740	0.00000	0.02083	0.00000	-0.23421	-0.14583	seed.all
AT1G02700	-0.06081	-0.08354	-0.06081	-0.06081	-0.11081	seed.all
AT1G32560	0.01538	-0.10000	0.01538	-0.10000	-0.20870	seed.all
AT2G34890	-0.14601	-0.40000	0.02066	0.12066	0.02066	seed.all
AT5G27000	-0.10234	0.00877	0.05639	-0.28952	-0.05789	seed.all
AT1G69190	-0.14943	-0.06150	-0.00321	-0.17507	0.00071	seed.all
AT3G53380	0.02253	0.00556	0.00000	-0.42759	0.00758	seed.all
AT4G24970	-0.19444	-0.19444	-0.02778	0.04365	-0.02778	seed.all
AT2G21440	-0.06707	0.03293	-0.04959	-0.22024	-0.10911	seed.all
AT1G47970	-0.03571	-0.22222	-0.25000	-0.03571	0.12745	seed.all
AT2G41550	-0.00909	-0.16667	-0.06676	0.00000	-0.17610	seed.all
AT2G27470	-0.21569	-0.04902	-0.14000	-0.15102	0.13475	seed.all
AT5G62800	-0.16270	-0.11270	-0.07937	-0.16270	0.08730	seed.all
AT4G21080	0.11224	-0.10407	-0.17308	-0.04009	-0.22593	seed.all
AT5G24440	-0.03846	-0.06207	-0.25000	0.07769	-0.16364	seed.all
AT2G27760	-0.12045	-0.10054	-0.07326	-0.04711	-0.09532	seed.all
AT5G48570	-0.09666	-0.08225	-0.09306	-0.09259	-0.08205	seed.all
AT5G06760	-0.02299	-0.18966	-0.02299	-0.18966	-0.02299	seed.all
AT3G06740	-0.05556	0.07778	0.02778	-0.23684	-0.26471	seed.all
AT1G68510	-0.05747	-0.05747	-0.05747	-0.22414	-0.05747	seed.all
AT2G20720	-0.10784	0.05882	-0.10784	-0.19118	-0.10784	seed.all
AT1G11630	-0.09375	-0.10000	-0.06500	-0.10000	-0.10000	seed.all
AT4G30110	0.09770	-0.31897	0.00246	-0.16897	-0.07143	seed.all
AT2G41070	-0.11111	0.07143	-0.02991	-0.28571	-0.11111	seed.all
AT1G77240	0.15106	0.10106	-0.08075	-0.39894	-0.24894	seed.all
AT1G77510	-0.09375	-0.09375	0.07292	-0.09375	-0.26984	seed.all
AT5G24800	-0.11765	0.04902	0.00000	-0.29493	-0.11765	seed.all
AT5G05250	-0.11111	-0.11111	-0.11111	-0.11111	-0.03968	seed.all
AT3G18100	-0.21221	-0.16221	-0.16538	0.08779	-0.03721	seed.all
AT3G22660	-0.21154	0.09412	0.05000	-0.21154	-0.21154	seed.all
AT5G06460	0.11184	-0.02500	0.14105	-0.31845	-0.40179	seed.all
AT2G22100	-0.35435	-0.05435	-0.05435	0.11232	-0.15435	seed.all
AT2G02160	-0.17963	0.07037	-0.26942	-0.03284	-0.09630	seed.all
AT3G47990	-0.05333	-0.14857	-0.05333	-0.21429	-0.05333	seed.all
AT3G12770	-0.32993	-0.03704	-0.03704	-0.09524	-0.02381	seed.all
AT2G41230	-0.07143	-0.23810	-0.07143	-0.07143	-0.07143	seed.all
AT4G34320	-0.09474	-0.09474	-0.09474	-0.14744	-0.09474	seed.all
AT3G66656	-0.10606	-0.10606	-0.10606	-0.10606	-0.10606	seed.all
AT3G12580	-0.10625	-0.03860	0.00383	-0.15722	-0.24055	seed.all
AT5G11470	-0.18824	-0.05039	-0.25235	-0.05039	-0.05039	seed.all
AT1G15830	0.05520	-0.37264	0.02748	-0.20127	-0.11146	seed.all
AT1G05510	-0.02299	-0.18966	-0.18966	-0.18966	-0.02299	seed.all
AT3G48950	-0.12865	-0.23295	-0.04842	-0.02083	-0.18421	seed.all
AT3G60730	-0.20440	-0.10440	-0.10440	-0.10440	-0.10440	seed.all
AT4G12700	-0.15541	-0.15488	0.03333	-0.16075	-0.18519	seed.all
AT1G65590	-0.18132	-0.03743	-0.02551	-0.33497	-0.06122	seed.all
AT1G77780	-0.37798	0.07143	0.16667	-0.20649	-0.29464	seed.all
AT1G26500	-0.09596	-0.26263	-0.09596	0.07071	-0.26263	seed.all
AT5G47090	-0.00377	-0.22404	-0.30357	-0.05738	-0.05932	seed.all
AT1G55040	-0.29167	-0.18662	-0.13841	0.05510	-0.09261	seed.all
AT4G14710	-0.16667	-0.16667	0.00000	-0.33333	0.00000	seed.all
AT5G50750	0.00000	0.08333	-0.16667	-0.16667	-0.41667	seed.all
AT5G58270	-0.24026	0.12030	-0.07359	-0.24026	-0.24026	seed.all
AT1G53460	-0.41111	0.06429	0.07967	-0.01111	-0.41111	seed.all
AT5G19900	-0.00476	-0.33810	-0.17143	-0.17143	-0.00476	seed.all
AT1G68790	-0.14260	-0.22090	-0.11204	-0.19022	-0.02896	seed.all
AT3G27550	-0.21377	-0.16377	-0.13278	-0.09559	-0.10000	seed.all
AT3G53040	-0.20620	-0.07627	-0.17627	-0.07627	-0.17627	seed.all
AT2G37400	-0.36667	0.10000	-0.06667	-0.06667	-0.31667	seed.all
AT4G29650	-0.18905	-0.13125	-0.15625	-0.06158	-0.18905	seed.all
AT2G18510	0.05691	-0.27642	-0.10976	-0.29167	-0.10976	seed.all
AT3G47120	-0.18182	-0.12121	-0.18182	-0.07955	-0.18182	seed.all
AT3G62790	-0.25000	-0.08333	-0.08333	-0.25000	-0.08333	seed.all
AT2G17650	-0.23626	-0.19746	-0.10427	-0.04333	-0.16946	seed.all
AT5G53000	0.00000	-0.23559	-0.17496	-0.30702	-0.04103	seed.all
AT1G73190	0.02273	-0.06863	-0.24286	-0.24286	-0.24286	seed.all
AT3G49240	0.00709	-0.15957	-0.23100	-0.40957	0.00709	seed.all
AT1G18950	0.05556	-0.21111	-0.24747	-0.27477	-0.11111	seed.all
AT1G53110	-0.14423	-0.18095	-0.13095	-0.21429	-0.13462	seed.all
AT1G71210	-0.05323	-0.05323	-0.15323	-0.40600	-0.15323	seed.all
AT1G74070	-0.06573	-0.23239	-0.06573	-0.23239	-0.23239	seed.all
AT2G30560	-0.16667	-0.16667	-0.16667	-0.16667	-0.16667	seed.all
AT2G33520	-0.16667	-0.16667	-0.16667	-0.16667	-0.16667	seed.all
AT5G61310	-0.16667	-0.16667	-0.16667	-0.16667	-0.16667	seed.all
AT2G35635	-0.19737	-0.14737	-0.19737	-0.14737	-0.14737	seed.all
AT2G36640	-0.32967	-0.18095	0.02541	-0.03436	-0.32713	seed.all
AT2G27940	0.02830	-0.23077	-0.14744	-0.22170	-0.28077	seed.all
AT3G51560	-0.19881	-0.13794	-0.15237	-0.21667	-0.16071	seed.all
AT1G21140	-0.14935	-0.29814	-0.26957	-0.11957	-0.03030	seed.all
AT3G01770	-0.02646	-0.18800	-0.10338	-0.32133	-0.23031	seed.all
AT5G01820	-0.09140	0.04194	-0.01563	-0.53261	-0.27941	seed.all
AT2G43650	-0.23000	-0.04618	-0.14626	-0.22475	-0.23000	seed.all
AT4G29620	-0.20455	-0.12121	-0.20455	-0.23276	-0.11443	seed.all
AT1G56570	-0.11715	-0.28632	-0.23077	0.06923	-0.33077	seed.all
AT5G04500	-0.21736	-0.14234	-0.23123	-0.08182	-0.22727	seed.all
AT3G04280	-0.15517	-0.14706	-0.14706	-0.14706	-0.32184	seed.all
AT3G24060	-0.18421	-0.18421	-0.18421	-0.18421	-0.18421	seed.all
AT1G79610	-0.11382	-0.11382	-0.30000	-0.28049	-0.11382	seed.all
AT1G02330	0.06746	-0.60294	-0.10294	0.06746	-0.35294	seed.all
AT5G47150	-0.15349	-0.20977	-0.16182	-0.23127	-0.17555	seed.all
AT3G12960	-0.19231	-0.19231	-0.19231	-0.19231	-0.19231	seed.all
AT2G20170	-0.20698	-0.20230	-0.07364	-0.25000	-0.23810	seed.all
AT5G18950	-0.14167	-0.14167	-0.33214	-0.14167	-0.22500	seed.all
AT4G29140	-0.24000	-0.24000	-0.24000	-0.17647	-0.09000	seed.all
AT4G21020	-0.06818	-0.06818	-0.23485	-0.29206	-0.32778	seed.all
AT3G15280	-0.11765	-0.28431	-0.36765	-0.11765	-0.11765	seed.all
AT1G13330	-0.10000	-0.10000	-0.26667	-0.27419	-0.27419	seed.all
AT3G15550	0.00952	-0.40714	-0.05714	-0.40714	-0.15714	seed.all
AT2G39260	-0.25306	-0.31973	-0.25306	-0.05306	-0.15306	seed.all
AT3G05240	-0.15979	-0.40979	-0.15979	0.00687	-0.32646	seed.all
AT3G01070	-0.19444	-0.19444	-0.29286	-0.34286	-0.02778	seed.all
AT1G30540	-0.04386	-0.21053	-0.37719	-0.37719	-0.04386	seed.all
AT1G03880	-0.21186	-0.39080	-0.04520	-0.21186	-0.21186	seed.all
AT1G17640	-0.27174	-0.18841	-0.32174	-0.02174	-0.27174	seed.all
AT4G34520	-0.29762	-0.13095	-0.23095	-0.29762	-0.13095	seed.all
AT3G56350	0.17380	-0.27500	-0.27500	-0.44167	-0.27500	seed.all
AT5G52640	-0.25833	-0.21071	-0.13333	-0.41803	-0.09104	seed.all
AT5G22950	-0.19540	-0.10714	-0.10714	-0.52874	-0.19540	seed.all
AT2G40650	-0.22881	-0.39548	-0.22881	-0.05747	-0.22881	seed.all
AT3G04360	-0.14103	-0.33673	-0.08333	-0.32692	-0.26190	seed.all
AT1G75600	-0.15942	-0.16667	-0.33333	-0.33333	-0.15942	seed.all
AT3G51990	-0.23684	-0.23684	-0.23684	-0.23684	-0.23684	seed.all
AT3G24490	-0.23913	-0.23913	-0.23913	-0.23913	-0.23913	seed.all
AT4G12760	-0.25000	-0.30000	-0.30000	-0.16667	-0.21429	seed.all
AT5G14500	-0.40517	-0.11290	-0.30000	-0.11290	-0.30000	seed.all
AT2G17350	-0.38889	-0.38889	-0.10714	-0.25714	-0.10714	seed.all
AT2G35300	-0.25000	-0.25000	-0.25000	-0.25000	-0.25000	seed.all
AT2G45860	-0.25000	-0.25000	-0.25000	-0.25000	-0.25000	seed.all
AT4G25730	-0.26038	-0.26038	-0.32704	-0.16038	-0.26038	seed.all
AT1G65000	-0.29167	-0.33333	-0.29167	-0.03333	-0.33333	seed.all
AT5G55590	-0.39394	-0.22727	-0.22727	-0.22727	-0.22727	seed.all
AT1G77030	-0.04885	-0.21552	-0.47174	-0.38218	-0.21552	seed.all
AT3G02670	-0.34211	-0.09211	-0.40000	-0.10000	-0.40000	seed.all
AT1G65660	-0.30392	-0.30392	-0.30392	-0.13725	-0.30392	seed.all
AT1G67100	-0.15556	-0.24091	-0.32609	-0.32609	-0.32609	seed.all
AT3G26790	-0.45732	-0.19048	-0.18293	-0.19048	-0.35714	seed.all
AT1G12330	-0.38060	-0.38060	-0.38060	-0.12879	-0.12879	seed.all
AT2G40170	-0.25000	-0.25000	-0.25000	-0.25000	-0.41667	seed.all
AT3G54940	0.03571	-0.38095	-0.21429	-0.47917	-0.38095	seed.all
AT1G06270	-0.46111	-0.37778	0.08627	-0.21111	-0.46111	seed.all
AT1G26840	-0.21284	-0.44211	-0.33784	-0.10924	-0.34211	seed.all
AT5G65880	-0.21429	-0.33929	-0.28571	-0.29167	-0.31429	seed.all
AT5G06540	-0.37895	-0.32292	-0.17895	-0.24561	-0.32895	seed.all
AT4G26740	-0.41667	-0.25000	-0.16304	-0.25000	-0.41667	seed.all
AT5G02490	-0.20000	-0.36667	-0.53333	-0.19850	-0.20000	seed.all
AT3G43240	-0.65751	-0.08134	-0.06081	-0.21522	-0.49084	seed.all
AT3G61900	-0.28750	-0.35417	-0.35417	-0.18750	-0.35417	seed.all
AT2G38810	-0.33333	-0.33333	-0.33333	-0.26667	-0.33333	seed.all
AT2G34700	-0.36667	-0.36667	-0.36667	-0.20000	-0.36667	seed.all
AT1G53490	-0.20290	-0.36957	-0.36957	-0.36957	-0.36957	seed.all
AT3G18790	-0.50303	-0.16970	-0.50303	-0.33636	-0.16970	seed.all
AT5G53770	-0.40476	-0.40476	-0.41265	-0.15882	-0.32143	seed.all
AT3G54560	-0.37297	-0.30631	-0.37297	-0.44872	-0.30631	seed.all
AT2G44910	-0.38095	-0.31429	-0.38095	-0.36434	-0.38095	seed.all
AT2G39140	-0.27500	-0.51744	-0.51579	-0.40549	-0.23333	seed.all
AT5G40610	-0.40860	-0.22414	-0.34194	-0.49194	-0.49194	seed.all
AT3G22810	-0.43571	-0.35238	-0.35238	-0.48571	-0.43571	seed.all
AT5G06160	-0.55280	-0.52899	-0.38889	-0.17347	-0.42347	seed.all
AT3G15670	-0.47222	-0.38889	-0.47222	-0.38889	-0.38889	seed.all
AT5G35770	-0.33099	-0.49099	-0.49099	-0.57432	-0.57432	seed.all
AT4G13060	0.32323	0.30952	0.41092	0.42007	0.51786	seed.coat.all
AT1G59800	0.47619	0.38360	0.37184	0.40741	0.23750	seed.coat.all
AT4G36590	0.39091	0.39091	0.32778	0.34091	0.25758	seed.coat.all
AT1G09550	0.29394	0.29167	0.34444	0.24294	0.33590	seed.coat.all
AT1G32180	0.27818	0.15179	0.36939	0.31767	0.33314	seed.coat.all
AT5G23650	0.27957	0.32719	0.41290	0.20638	0.21290	seed.coat.all
AT5G53030	0.26812	0.37762	0.20401	0.34387	0.14907	seed.coat.all
AT1G64130	0.25000	0.25000	0.25000	0.25000	0.25000	seed.coat.all
AT4G02670	0.33532	0.31616	0.18759	0.21970	0.13542	seed.coat.all
AT5G55750	0.13478	0.30060	0.23393	0.39602	0.12281	seed.coat.all
AT5G43180	0.21795	0.23077	0.22615	0.17268	0.28571	seed.coat.all
AT5G09490	0.26667	0.10000	0.35000	0.10000	0.26667	seed.coat.all
AT1G70250	0.25845	0.22815	0.11149	0.13082	0.33537	seed.coat.all
AT2G38800	0.24425	0.14901	0.24425	0.24425	0.14901	seed.coat.all
AT4G00770	0.27368	0.25228	0.30585	0.00344	0.17368	seed.coat.all
AT4G05370	0.39000	0.14000	0.03636	-0.02667	0.39000	seed.coat.all
AT2G23430	0.38095	0.08421	0.07568	0.20270	0.18421	seed.coat.all
AT3G50650	-0.11972	0.35354	0.30159	0.13667	0.25020	seed.coat.all
AT5G62120	0.06071	0.34524	0.34524	0.16667	0.00000	seed.coat.all
AT4G24650	0.17212	0.29545	0.18831	0.15165	0.09054	seed.coat.all
AT3G04990	0.17164	0.17164	0.17164	0.17164	0.17164	seed.coat.all
AT5G56700	0.16667	0.03333	-0.02679	0.32624	0.32624	seed.coat.all
AT1G31940	0.13778	0.27350	0.18462	0.18462	0.03704	seed.coat.all
AT5G66440	0.23333	0.06667	0.23333	-0.10000	0.32627	seed.coat.all
AT4G35370	0.16316	0.16316	0.26667	0.16316	-0.00351	seed.coat.all
AT5G27910	0.06667	0.17625	0.22500	0.22069	0.05172	seed.coat.all
AT5G11220	0.12610	0.27564	0.14583	0.06716	0.11911	seed.coat.all
AT5G40960	0.12500	0.17500	0.17500	0.12500	0.12500	seed.coat.all
AT4G11340	0.12000	0.08611	0.23243	0.30000	-0.05128	seed.coat.all
AT1G62710	0.23214	0.07598	0.05091	0.11979	0.20313	seed.coat.all
AT5G42910	0.13953	0.11785	0.15566	0.11069	0.15381	seed.coat.all
AT5G18090	0.20417	0.03086	0.20417	0.03086	0.19753	seed.coat.all
AT2G44250	0.13318	0.11350	0.17647	0.06176	0.17647	seed.coat.all
AT5G37730	0.18018	0.18018	0.11429	0.00000	0.18018	seed.coat.all
AT1G12190	0.06913	-0.00556	0.05204	0.27132	0.26667	seed.coat.all
AT2G33810	0.16667	0.16667	0.16667	-0.02632	0.16667	seed.coat.all
AT2G46410	0.13725	0.25000	0.13725	-0.03846	0.13725	seed.coat.all
AT1G74580	0.26030	0.22697	0.02697	-0.07778	0.17222	seed.coat.all
AT3G54000	-0.04444	0.29878	0.15000	0.04878	0.15556	seed.coat.all
AT1G28420	0.14259	0.08470	0.14485	0.14738	0.07111	seed.coat.all
AT4G23780	0.13636	0.13636	0.03636	0.13636	0.13636	seed.coat.all
AT1G48010	0.21212	0.02941	0.11688	0.00000	0.21212	seed.coat.all
AT2G28870	0.11364	0.11364	0.11364	0.11364	0.11364	seed.coat.all
AT5G63740	0.16393	-0.00813	0.31707	-0.08607	0.16942	seed.coat.all
AT4G14580	0.00000	0.15439	0.19951	0.06667	0.13534	seed.coat.all
AT1G63950	-0.06579	0.26374	0.12865	0.20000	0.02564	seed.coat.all
AT5G21150	0.16667	0.18485	-0.07778	0.02667	0.24167	seed.coat.all
AT3G03230	0.04167	0.16667	0.05437	0.16667	0.09787	seed.coat.all
AT1G20070	0.21667	0.05000	-0.01970	0.05000	0.22599	seed.coat.all
AT5G65170	0.14674	0.09317	0.14674	0.01429	0.12055	seed.coat.all
AT3G50340	0.10909	0.13333	0.10909	0.04633	0.10909	seed.coat.all
AT3G43630	0.14583	0.16667	0.05556	0.06061	0.07778	seed.coat.all
AT1G65110	0.14904	0.02619	0.06986	0.11265	0.14658	seed.coat.all
AT5G51580	0.02500	0.21970	-0.03030	0.14706	0.13636	seed.coat.all
AT1G24010	0.08527	0.09302	-0.04806	0.09115	0.25969	seed.coat.all
AT3G59100	0.08090	0.08409	0.09659	0.11423	0.07933	seed.coat.all
AT2G20070	0.20000	-0.10000	-0.05000	0.20000	0.20000	seed.coat.all
AT5G24580	0.01964	0.17857	0.04941	0.17857	0.01964	seed.coat.all
AT1G64060	0.13056	0.07622	0.08409	0.06534	0.08056	seed.coat.all
AT4G11510	0.12644	0.07882	0.04310	0.12644	0.05000	seed.coat.all
AT3G30290	0.12143	0.09167	0.09167	-0.02983	0.13226	seed.coat.all
AT4G00310	-0.05455	0.06061	0.30224	-0.05588	0.15224	seed.coat.all
AT3G59140	0.04578	0.10999	0.05845	0.08731	0.09900	seed.coat.all
AT1G33890	0.08711	0.05406	0.03448	0.14808	0.07294	seed.coat.all
AT3G04000	0.07483	0.10047	0.15079	-0.07692	0.14286	seed.coat.all
AT1G80330	0.02899	0.12143	0.03810	0.11620	0.08571	seed.coat.all
AT2G48060	0.04102	0.07000	0.12000	0.07000	0.07353	seed.coat.all
AT4G38120	0.06812	-0.08570	0.07493	0.24342	0.06812	seed.coat.all
AT3G43270	0.06349	0.09485	0.10390	0.00651	0.09929	seed.coat.all
AT1G64690	0.05455	-0.01914	-0.01914	0.33540	0.01010	seed.coat.all
AT5G56780	0.07752	-0.08915	0.07752	0.07752	0.21085	seed.coat.all
AT1G68170	-0.00725	0.06397	0.16667	-0.17391	0.29275	seed.coat.all
AT4G27790	0.28214	-0.03448	-0.00833	-0.03448	0.13218	seed.coat.all
AT1G26790	0.09677	-0.06989	0.09677	0.19677	-0.00323	seed.coat.all
AT5G50790	0.05952	0.05952	0.07407	0.05952	0.05952	seed.coat.all
AT5G40140	0.14103	0.02258	0.08449	-0.09231	0.14103	seed.coat.all
AT1G04390	0.00625	-0.06526	0.14054	-0.00428	0.21858	seed.coat.all
AT3G30280	0.25641	0.29808	0.04867	-0.14827	-0.16573	seed.coat.all
AT1G44810	0.06667	0.17619	-0.12176	0.16667	-0.00303	seed.coat.all
AT5G48480	-0.07843	0.25490	0.08824	0.08824	-0.07843	seed.coat.all
AT2G18880	-0.01732	0.10732	-0.10539	0.19461	0.09461	seed.coat.all
AT3G62090	0.17692	-0.02308	0.02672	0.08228	0.01085	seed.coat.all
AT2G24950	0.02536	0.10870	0.07692	0.09804	-0.04230	seed.coat.all
AT2G16890	0.27432	0.03030	0.13968	0.03846	-0.21970	seed.coat.all
AT5G62110	0.00564	-0.02587	0.08524	0.18797	0.00849	seed.coat.all
AT2G17750	0.06250	0.14713	0.03333	0.04487	-0.02778	seed.coat.all
AT1G13800	-0.03297	0.11224	0.04082	0.09637	0.04082	seed.coat.all
AT4G18280	0.13333	0.06119	-0.01154	-0.01154	0.08571	seed.coat.all
AT1G69850	0.00717	-0.03081	0.05208	0.11676	0.08622	seed.coat.all
AT2G03770	0.10704	0.04640	0.02794	-0.03846	0.08756	seed.coat.all
AT3G05390	0.05409	0.05409	0.00825	0.05409	0.05409	seed.coat.all
AT1G10320	0.03030	0.04190	-0.00581	0.11758	0.02714	seed.coat.all
AT5G18510	-0.04801	0.03532	0.10000	0.10199	-0.01230	seed.coat.all
AT1G77380	0.16548	0.07917	-0.01905	-0.14468	0.09478	seed.coat.all
AT3G24460	0.16667	0.11696	0.12642	-0.30000	0.05668	seed.coat.all
AT3G25400	0.05514	0.10140	0.02597	-0.04545	0.02619	seed.coat.all
AT1G09460	0.17222	-0.07778	0.02222	0.22222	-0.17778	seed.coat.all
AT1G68700	0.07895	-0.17105	0.07895	0.07895	0.07895	seed.coat.all
AT2G04025	0.22222	0.05556	0.05556	-0.24444	0.05556	seed.coat.all
AT4G21050	0.05455	-0.03846	0.24806	-0.10000	-0.02045	seed.coat.all
AT5G60220	0.03030	-0.06970	0.03030	0.15942	-0.00725	seed.coat.all
AT3G02400	0.01223	0.00623	-0.07407	0.01223	0.18519	seed.coat.all
AT5G38400	-0.08333	-0.03861	-0.12063	0.19048	0.19048	seed.coat.all
AT5G60250	0.00902	0.13590	-0.11735	0.03265	0.05934	seed.coat.all
AT5G48690	-0.07778	0.05405	-0.05412	0.15128	0.03831	seed.coat.all
AT1G30860	-0.00485	0.15204	0.03945	0.02143	-0.09811	seed.coat.all
AT5G57910	0.00000	0.00000	-0.08333	0.00833	0.17500	seed.coat.all
AT2G46050	0.06583	0.04000	0.14000	-0.03300	-0.11634	seed.coat.all
AT4G37730	0.07143	0.05116	-0.01473	0.05670	-0.06830	seed.coat.all
AT1G62210	0.13415	-0.08838	-0.06111	-0.03252	0.13415	seed.coat.all
AT2G31130	-0.08225	0.08442	0.08442	0.08442	-0.08772	seed.coat.all
AT2G02130	-0.10000	0.17778	0.17778	-0.08824	-0.08824	seed.coat.all
AT2G17310	0.08810	0.03846	0.03846	-0.12500	0.03846	seed.coat.all
AT3G19550	-0.04167	0.12500	-0.26190	0.12500	0.12500	seed.coat.all
AT4G00150	-0.16667	0.20563	0.18817	-0.16667	0.00000	seed.coat.all
AT3G12820	0.05882	-0.05455	-0.05455	0.14719	-0.03788	seed.coat.all
AT1G09575	0.07500	0.02564	0.07500	0.02564	-0.15000	seed.coat.all
AT3G02910	0.03876	-0.13636	-0.02791	0.03876	0.11364	seed.coat.all
AT2G39510	0.08777	-0.05769	-0.00350	-0.06439	0.06355	seed.coat.all
AT3G50610	-0.00699	0.09402	0.01604	0.05000	-0.12821	seed.coat.all
AT4G26490	-0.02941	0.13725	-0.02941	-0.02941	-0.02941	seed.coat.all
AT5G33340	-0.07426	0.03289	0.05537	0.07541	-0.07426	seed.coat.all
AT5G52140	0.08904	0.08904	-0.08333	0.08333	-0.16667	seed.coat.all
AT3G04260	-0.13636	0.03745	0.20833	0.03030	-0.12921	seed.coat.all
AT5G49320	0.11429	0.05000	0.07532	-0.28049	0.05000	seed.coat.all
AT1G62720	-0.03595	0.02853	0.02399	-0.06762	0.05003	seed.coat.all
AT3G22910	0.01093	-0.02784	-0.04286	-0.06705	0.12214	seed.coat.all
AT1G68810	0.13235	0.04902	-0.11765	-0.11765	0.04902	seed.coat.all
AT2G23550	-0.17931	-0.12931	0.12069	0.12712	0.04926	seed.coat.all
AT1G19630	0.00704	-0.09121	-0.00725	0.04550	0.02556	seed.coat.all
AT1G78090	0.12255	0.08683	-0.06111	-0.14151	-0.02745	seed.coat.all
AT3G50990	0.01324	0.17222	-0.07500	-0.09524	-0.04167	seed.coat.all
AT1G62280	-0.04272	0.01732	-0.06667	0.02107	0.04412	seed.coat.all
AT3G59010	0.00952	-0.10642	0.10294	-0.05753	0.01389	seed.coat.all
AT2G13810	-0.13832	-0.13832	0.18323	0.14583	-0.09388	seed.coat.all
AT1G60680	0.15191	0.13543	0.15191	-0.32520	-0.15854	seed.coat.all
AT5G67160	0.07576	0.15909	-0.09770	-0.09091	-0.09091	seed.coat.all
AT4G16447	-0.05357	0.04167	0.06494	-0.05357	-0.05357	seed.coat.all
AT1G62480	0.06713	0.07381	-0.01786	-0.16590	-0.01667	seed.coat.all
AT5G39720	-0.01136	0.11702	-0.02035	-0.07092	-0.07576	seed.coat.all
AT2G01430	0.00000	-0.28421	0.03333	0.18889	0.00000	seed.coat.all
AT3G54570	-0.02061	0.04000	-0.07508	-0.05000	0.04000	seed.coat.all
AT2G22600	-0.26923	0.14673	0.09647	-0.02554	-0.01449	seed.coat.all
AT5G44670	-0.03241	-0.18103	0.17504	0.03907	-0.07521	seed.coat.all
AT5G11400	0.08974	-0.15909	-0.07576	0.08462	-0.01538	seed.coat.all
AT1G04050	0.00000	-0.06196	-0.19860	0.09091	0.09091	seed.coat.all
AT1G01360	0.05952	0.05952	-0.00714	-0.10714	-0.10714	seed.coat.all
AT3G01880	-0.04528	0.00993	-0.12192	-0.00714	0.05180	seed.coat.all
AT3G56600	0.09058	0.09058	0.02391	-0.24731	-0.07143	seed.coat.all
AT5G66350	-0.13836	0.09973	0.02830	-0.08214	-0.05993	seed.coat.all
AT1G75160	0.06101	0.06343	0.08148	-0.37879	0.02004	seed.coat.all
AT3G29330	-0.09804	-0.09804	-0.09804	0.06863	0.06863	seed.coat.all
